"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G00706AL","Saccharide","2881.0262687","3595.82442227","","G78221KA","G25467PR","14","False"
"G00706QN","Saccharide","1405.52297075","1741.89857243","G28997IA","G77714BM","G37585UQ","8","False"
"G00709CF","Saccharide","2321.85141983","2868.46177257","G09019XB","G23890JZ","G95210RX","12","False"
"G00709ZM","Saccharide","342.1162117","454.24141226","G90627TW","G45116DB","G64014BL","2","False"
"G00711NG","Saccharide","828.2746822","1066.54073339","G84322TE","G87830MO","G86447ZX","5","False"
"G00711QT","Saccharide","475.063189885","573.172740375","G66706SL","G75731FY","G06333MO","2","False"
"G00717KJ","Topology","1601.58127358","2022.05077568","","G72881ZX","G00717KJ","9","False"
"G00727XI","Saccharide","416.15299117","","","G96057YM","G62018OZ","3","False"
"G00728IS","Composition","1189.22516474","1469.53816614","","G00728IS","","6","False"
"G00728SN","Saccharide","1841.65589516","2290.1566974","G64726EB","G88117JW","G65268SY","9","False"
"G00729SA","Saccharide","1446.54951986","1782.92512154","G64876LY","G40407UW","G11104AQ","8","False"
"G00736XN","Saccharide","990.3275057","1270.6405071","G32030CB","G00803PJ","G64642ML","6","False"
"G00736YF","Topology","2032.77165327","2523.31940572","","G54039MY","G00736YF","11","False"
"G00738BQ","Saccharide","2239.79832162","2786.40867436","G92357TM","G39456KE","G35622MN","12","False"
"G00741NZ","Saccharide","1761.61844701","2210.11924926","G75469AV","G52287BM","G33006JZ","10","False"
"G00743WU","Saccharide","2159.79859633","2664.36199885","G12621YH","G56450GE","G76497KR","11","False"
"G00745GK","Topology","789.301506015","985.520606995","G88713AC","G71743JP","G00745GK","4","False"
"G00747UC","Saccharide","2370.85656483","2945.4982177","G88633YS","G57860PF","G19124GC","13","False"
"G00754TS","Saccharide","1120.34758924","1358.61364043","G44799CV","G37317GI","G32546KU","6","False"
"G00760ZJ","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G47720CJ","3","False"
"G00761OX","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G93921SI","4","False"
"G00761TV","Topology","869.301231305","1107.56728249","G15666IG","","G00761TV","5","False"
"G00763JM","Topology","1868.7031797","2303.18833187","G55382TU","","G00763JM","10","False"
"G00774OZ","Topology","1363.47602054","1713.86727229","G04371QE","G75178ER","G00774OZ","7","False"
"G00774WE","Topology","1478.53934912","1842.94625094","G72787SB","","G00774WE","8","False"
"G00776MW","Composition","3826.333648","4751.36655263","G31097SD","G00776MW","","18","False"
"G00783PW","Topology","2030.7560032","2507.28810558","G56610MH","G52494WI","G00783PW","11","False"
"G00784PW","Composition","1316.48652562","1638.84647723","G96743ZH","G00784PW","","7","False"
"G00794UV","Composition","1305.4341557","1655.82540745","G74962OJ","G00794UV","","6","False"
"G00797ZX","Saccharide","2914.06165121","3600.82850464","G51412NQ","G53292XG","G87279RC","17","False"
"G00798PL","Saccharide","1882.64472141","2373.19247386","G80920RR","G22428GQ","","11","False"
"G00800WJ","Saccharide","2733.97311086","3392.70866415","G25569EP","G58076ER","G94571WF","14","False"
"G00803PJ","Composition","990.3275057","1270.6405071","G32030CB","G00803PJ","","6","False"
"G00805TZ","Saccharide","3158.16757291","3886.98137656","G38680WX","G52868DV","G37222TA","18","False"
"G00814BW","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G25361EX","15","False"
"G00824LK","Composition","1483.48189383","1889.93574586","G70677AG","G00824LK","","7","False"
"G00826SV","Saccharide","1989.7294541","2466.26155647","G85740DB","G64730RH","G27860IO","11","False"
"G00828QE","Saccharide","2077.74549812","2582.30890064","G70382FA","G73766OW","","11","False"
"G00830CM","Saccharide","2134.76696186","2653.34601445","G46293AU","G39997WZ","G13359TO","11","False"
"G00839XF","Topology","1202.44359815","1496.77224962","G21726WW","G15666OL","G00839XF","7","False"
"G00841YH","Composition","1945.66685382","2436.21460626","G66882ES","G00841YH","","9","False"
"G00842OY","Saccharide","2094.76081386","2599.32421638","G16175ZV","G99698TC","G46030ZM","12","False"
"G00845KS","Saccharide","1160.39664794","1468.74094948","G71529UW","G27287UI","G08536AN","6","False"
"G00850LT","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","G58858DY","6","False"
"G00851XQ","Saccharide","1583.57070888","1976.00891084","G15486FH","G34943QI","G97112CD","9","False"
"G00852WL","Topology","444.1479058","570.28875643","G42518JM","","G00852WL","3","False"
"G00852XI","Topology","1302.50726106","1624.86721267","","G03700LH","G00852XI","7","False"
"G00862WE","Topology","164.06847357","220.13107385","G02438LG","","G00862WE","1","False"
"G00864TV","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","","12","False"
"G00866EV","Topology","748.27495691","944.49405789","G65171UV","G46127DK","G00866EV","4","False"
"G00868ZN","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G00868ZT","Saccharide","748.27495691","944.49405789","G65171UV","G83574AW","G43837UW","4","False"
"G00875VP","Saccharide","2222.78300589","2769.39335862","G49174JP","G73366EA","","11","False"
"G00876GU","Saccharide","1882.64472141","2373.19247386","G80920RR","G14351DY","G96797KG","11","False"
"G00883DO","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G00883ZT","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G71720UK","9","False"
"G00887EN","Saccharide","1072.38060391","1352.69360531","G92050GC","G74249RH","","6","False"
"G00888JR","Saccharide","1464.56008456","1828.96698638","","G81325LH","G63722ZU","8","False"
"G00891GP","Saccharide","1041.38602361","1321.69902501","","G90320NJ","G05361BA","5","False"
"G00891MP","Saccharide","342.1162117","454.24141226","G90627TW","G85505CT","G69382ZH","2","False"
"G00893FE","Saccharide","3172.12168533","3956.99808926","","G62434WC","","15","False"
"G00895OR","Topology","2030.7560032","2507.28810558","G56610MH","G52494WI","G00895OR","11","False"
"G00897BY","Saccharide","1113.40715301","1393.72015442","G57317CE","G87030LJ","G69345JP","6","False"
"G00899CT","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G83914PP","3","False"
"G00900AZ","Saccharide","1462.54443449","1812.93568624","G25987BV","G69032VE","G62110XZ","8","False"
"G00901NZ","Saccharide","1243.47014726","1537.79879873","G61099GA","G06194QO","G89649RN","7","False"
"G00903RX","Saccharide","477.078839955","575.188390445","G58082FV","G34412GZ","G58748ZU","2","False"
"G00909GK","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G88489PQ","8","False"
"G00909PI","Saccharide","2587.915202","3218.61945515","G34447YB","G60942FK","G08875HF","13","False"
"G00910WD","Saccharide","3683.31179031","4580.31339479","","G84022YT","G56023AW","18","False"
"G00912UN","Composition","2222.78300589","2769.39335862","G49174JP","G00912UN","","11","False"
"G00915DI","Saccharide","998.34382444","1264.64117577","G14090IF","G79137ZX","G40667SS","5","False"
"G00917AF","Composition","869.301231305","1107.56728249","G15666IG","G00917AF","","5","False"
"G00923KH","Saccharide","2384.83582939","2973.49313233","G98235NV","G87834OS","G64343VU","12","False"
"G00924FH","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G67251TG","5","False"
"G00925PQ","Saccharide","1188.42794808","1482.75659955","G42032FN","G54509QP","G50806EJ","7","False"
"G00926LC","Topology","1868.7031797","2303.18833187","G55382TU","G90335LR","G00926LC","10","False"
"G00927ER","BaseComposition","1552.57612859","1945.01433055","G00927ER","","","8","False"
"G00936LV","Saccharide","1152.3803292","1474.74028081","G55913GS","G01190ZZ","G65533MH","7","False"
"G00936NZ","Composition","830.24742157","1026.46652255","","G00936NZ","","4","False"
"G00940RO","Composition","2283.86092191","2830.47127464","","G00940RO","","13","False"
"G00944OL","Saccharide","1841.65589516","2290.1566974","G64726EB","G88117JW","G65268SY","9","False"
"G00945TF","Topology","3697.29105487","4594.29265935","G76668FN","G71187JK","G00945TF","18","False"
"G00950FJ","Topology","1843.67154523","2292.17234747","G65184UU","G88620WF","G00950FJ","10","False"
"G00951UF","Saccharide","1925.72464343","2374.22544568","G73430PD","G53049OY","G36455GK","10","False"
"G00955WX","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G81089BD","12","False"
"G00966RI","Saccharide","2005.72436873","2496.27212117","G60033FS","G50293LU","G25062BU","11","False"
"G00969CV","Topology","1421.51788538","1771.90913713","G10339FR","G06971WM","G00969CV","8","False"
"G00970CP","Composition","1580.53465771","1986.98850974","G34092QJ","G00970CP","","7","False"
"G00972DY","Saccharide","1396.48625091","1760.89315273","G41247ZX","G28830ZA","G56336WP","8","False"
"G00975ZH","Topology","1201.42319704","1509.76749859","G75998XY","G62178NA","G00975ZH","6","False"
"G00977CB","Saccharide","312.105647","410.21519749","G25325JY","G71058CB","G38979OV","2","False"
"G00978GW","Saccharide","2207.80849236","2726.38754496","G95174IW","G95203RC","G52457VS","12","False"
"G00978TF","Saccharide","1275.45997651","1597.81992812","G57776ZU","G86288VS","G83155SV","7","False"
"G00979XR","Saccharide","1478.53934912","1842.94625094","G72787SB","G75216TK","G33094KK","8","False"
"G00982CE","Saccharide","2598.96757191","3201.64052492","G30630UO","G00996DG","G84510SG","14","False"
"G00982QD","Saccharide","1275.45997651","1597.81992812","G57776ZU","G86288VS","G44298KL","7","False"
"G00983HB","Composition","1382.50698635","1746.91388817","","G00983HB","","8","False"
"G00986YT","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G00987AB","Topology","756.2106421","938.41409301","","G95141UV","G00987AB","3","False"
"G00992PS","Topology","312.105647","410.21519749","G25325JY","G96227FY","G00992PS","2","False"
"G00994CC","Composition","3100.12570807","3828.93951172","G36795RP","G00994CC","","17","False"
"G00995HW","Saccharide","2313.8351011","2874.4611039","G85987RP","G11787WA","G91005GM","13","False"
"G00996DG","Composition","2598.96757191","3201.64052492","G30630UO","G00996DG","","14","False"
"G00996YC","Saccharide","632.22761274","828.44671372","G23341KY","G99848BA","G42548OR","3","False"
"G00997UP","Saccharide","1258.44466078","1580.80461239","G60682PF","G75245DX","G15509XY","6","False"
"G00998NI","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G27658AJ","10","False"
"G01001RL","Saccharide","3231.18395128","3988.02905506","G15881BW","G35527OZ","G24054GU","18","False"
"G01010HI","Topology","820.29608631","1030.53083736","G42932DS","G66768WN","G01010HI","4","False"
"G01010HW","Saccharide","1665.6238071","2058.06200906","G88725PI","","","9","False"
"G01028CW","Saccharide","2153.79792767","2686.39263033","","G55017JL","G28165YP","12","False"
"G01028FJ","Saccharide","1720.59189791","2169.09270015","G62765YT","G17843EV","G19706CH","10","False"
"G01028VL","Composition","1423.53353545","1787.94043727","","G01028VL","","8","False"
"G01031EZ","Saccharide","2079.76114819","2598.34020078","","G51464JJ","G13841GG","11","False"
"G01034MJ","Saccharide","2513.87842253","3130.56702561","G84044GC","G88057TN","G72179WW","12","False"
"G01040ZV","Saccharide","674.23817744","856.44162835","G22312GP","G19671XU","G96738CW","3","False"
"G01044ZK","Topology","1550.56047852","1928.98303041","G49695NW","G11764PR","G01044ZK","8","False"
"G01046SL","Composition","150.0528235","206.11542378","G47957HH","G01046SL","","1","False"
"G01047YJ","BaseComposition","1115.42280308","1409.75145456","G01047YJ","","","6","False"
"G01055WR","Saccharide","312.105647","410.21519749","G25325JY","G71058CB","G38979OV","2","False"
"G01056RH","Saccharide","1031.31114411","1255.56154522","G22172OT","G49987DU","G39155BY","5","False"
"G01069AK","Saccharide","2077.74549812","2582.30890064","G70382FA","G54382UL","G11630WW","11","False"
"G01069CZ","BaseComposition","2575.95158751","3206.65584065","G01069CZ","","","14","False"
"G01077MO","Saccharide","2733.97311086","3392.70866415","G25569EP","G23028IO","G66708DB","14","False"
"G01079BO","Topology","1642.60782269","2063.07732479","","G53667BL","G01079BO","9","False"
"G01079KY","Saccharide","3247.17886591","4018.03961976","G53315IV","G96551LY","G45728TR","18","False"
"G01087FD","Topology","2734.99351197","3379.71341519","G28989NC","G74930DK","G01087FD","15","False"
"G01100DE","Saccharide","3247.17886591","4018.03961976","G53315IV","G96551LY","G24006CZ","18","False"
"G01103GR","Topology","180.0633882","250.14163855","G81399MY","G76789ES","G01103GR","1","False"
"G01107YB","Saccharide","2281.84527183","2814.4399745","G69107AL","G42085IV","G90451ON","13","False"
"G01115VC","Topology","1462.54443449","1812.93568624","G25987BV","","G01115VC","8","False"
"G01120GS","Saccharide","2354.8616502","2915.487653","G80735OA","G64490RT","G76858GX","13","False"
"G01128ZO","Topology","395.106375295","507.231575855","G76650GT","G83526US","G01128ZO","2","False"
"G01130QM","Topology","2369.86131587","2930.48731867","G03785NN","G48898AL","G01130QM","13","False"
"G01131OO","Saccharide","1437.51280002","1801.91970183","G43649RD","G70412HV","G61868BD","8","False"
"G01132FQ","Saccharide","666.2218587","862.44095968","G90306QO","G31690TW","G67243SS","4","False"
"G01132PT","Saccharide","1355.45970181","1719.86660362","G85945LZ","G72753IQ","G06817XP","8","False"
"G01134UQ","Composition","2477.90357467","3094.59217775","","G01134UQ","","14","False"
"G01139KZ","Saccharide","1289.43924107","1625.81484275","G77976VJ","G39632CM","G76220DL","6","False"
"G01141WK","Saccharide","545.195584305","699.367735075","G52963ZW","G96927TT","G49173WV","3","False"
"G01148IL","Saccharide","545.195584305","699.367735075","G52963ZW","G27221EC","G92139GU","3","False"
"G01155JM","BaseComposition","1761.57553632","2154.01373827","G01155JM","","","9","False"
"G01160VV","Composition","3158.16757291","3886.98137656","G38680WX","G01160VV","","18","False"
"G01169EW","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G42824SU","10","False"
"G01169IB","Saccharide","2546.88865289","3177.59290604","G46309LJ","G30781YA","G22465GZ","13","False"
"G01174QS","Saccharide","2044.69754491","2577.29224757","G83460ZZ","G21122WA","G70687DG","12","False"
"G01178HS","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G56688IB","12","False"
"G01179OJ","Topology","990.3275057","1270.6405071","G32030CB","G00803PJ","G01179OJ","6","False"
"G01180DW","Saccharide","1404.50256965","1754.8938214","G49155EM","G57403MY","G06443CT","7","False"
"G01180ZJ","Saccharide","2866.05175518","3538.80295854","G96002QE","G94172CO","G28327GI","16","False"
"G01181WH","Saccharide","1786.65008149","2221.13523366","G83555HU","G18140UF","G40988FW","10","False"
"G01182BO","Topology","707.248407805","903.467508785","G08590QR","G47270FQ","G01182BO","4","False"
"G01187XC","Saccharide","529.200669675","669.357170375","G54129SE","G02497EU","G22725MK","3","True"
"G01188EJ","Saccharide","820.29608631","1030.53083736","G42932DS","G58879PQ","G12750SG","4","False"
"G01190ZZ","Composition","1152.3803292","1474.74028081","G55913GS","G01190ZZ","","7","False"
"G01194JA","Composition","1364.49642165","1700.87202333","G38769OU","G01194JA","","8","False"
"G01196CV","Topology","312.105647","410.21519749","G25325JY","G15411WZ","G01196CV","2","False"
"G01197SX","Composition","504.1690352","658.34118597","G39365VM","G01197SX","","3","False"
"G01200BW","Saccharide","2783.99865697","3456.74986033","G43037OL","G71751YA","G31651JD","16","False"
"G01202UA","Topology","2030.7560032","2507.28810558","G56610MH","G52494WI","G01202UA","11","False"
"G01203BZ","Saccharide","965.333594075","1217.61529533","G15864IF","G38539SC","G35609TJ","4","False"
"G01208GZ","Saccharide","2661.95198146","3306.67188468","G01791IN","G97763ON","G36122ZH","14","False"
"G01216WS","Topology","668.23750877","878.47225982","","G63155AL","G01216WS","4","False"
"G01220PX","Saccharide","2206.75036841","2781.39202128","G58087IP","G57566HS","G08262RI","13","False"
"G01221DA","Saccharide","1626.61290806","2033.06676009","","G96007CN","G81058IB","9","False"
"G01223AA","Saccharide","2882.0466698","3568.81352324","G55216FT","G81452FP","G16603TV","16","False"
"G01223IC","Saccharide","2134.76696186","2653.34601445","G46293AU","G39997WZ","","11","False"
"G01231VF","Topology","2955.08820031","3641.85505374","G22589VJ","G50599NT","G01231VF","17","False"
"G01232PN","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G51640ZU","4","False"
